Word, Document Name, Frequency, tf_idf
hunting, mr-mistoffelees, 1, 3.9068905956085187
produced, mr-mistoffelees, 1, 3.9068905956085187
own, mr-mistoffelees, 1, 3.9068905956085187
him, mr-mistoffelees, 1, 0.5525410230287789
about, mr-mistoffelees, 2, 2.2309544348398727
his, mr-mistoffelees, 6, 1.4998695180500854
rail, mr-mistoffelees, 1, 3.9068905956085187
holds, mr-mistoffelees, 1, 3.9068905956085187
me, mr-mistoffelees, 1, 2.1699250014423126
all, mr-mistoffelees, 6, 2.4397515567758634
mr, mr-mistoffelees, 5, 9.629997092781116
that, mr-mistoffelees, 3, 0.9977260172606128
dice, mr-mistoffelees, 1, 3.9068905956085187
from, mr-mistoffelees, 4, 2.2731350382981037
only, mr-mistoffelees, 1, 2.1699250014423126
don't, mr-mistoffelees, 1, 2.5025003405291835
find, mr-mistoffelees, 1, 1.7369655941662063
mistoffelees, mr-mistoffelees, 5, 9.629997092781116
crack, mr-mistoffelees, 1, 3.9068905956085187
no, mr-mistoffelees, 2, 1.325930025444859
equally, mr-mistoffelees, 1, 3.9068905956085187
inventions, mr-mistoffelees, 1, 3.9068905956085187
listen, mr-mistoffelees, 1, 3.9068905956085187
walk, mr-mistoffelees, 1, 3.0
he'll, mr-mistoffelees, 1, 1.7369655941662063
curled, mr-mistoffelees, 1, 3.9068905956085187
kittens, mr-mistoffelees, 1, 3.0
can, mr-mistoffelees, 5, 3.827673731814885
original, mr-mistoffelees, 1, 3.9068905956085187
cat, mr-mistoffelees, 5, 1.6096404744368118
and, mr-mistoffelees, 15, 1.1837558583633219
of, mr-mistoffelees, 4, 0.6269020147498121
greatest, mr-mistoffelees, 1, 3.9068905956085187
oh, mr-mistoffelees, 3, 4.378294855911892
ears, mr-mistoffelees, 1, 2.5025003405291835
on, mr-mistoffelees, 4, 1.5045939435409956
or, mr-mistoffelees, 2, 0.6651506781737418
said, mr-mistoffelees, 1, 2.5025003405291835
please, mr-mistoffelees, 1, 2.5025003405291835
say, mr-mistoffelees, 2, 1.4209867656100301
any, mr-mistoffelees, 2, 2.3688491422748545
week, mr-mistoffelees, 1, 3.9068905956085187
conjuring, mr-mistoffelees, 2, 6.0
